Quotazioni Immobiliari : Informazioni di Zona OMI - Semestre 2005/1 - elaborazione del 16-MAG-24
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona_Descr;Zona;LinkZona;Cod_tip_prev;Descr_tip_prev;Stato_prev;Microzona;
CENTRO;LAZIO;LT;12059030;M3BG; ;I892;SPERLONGA;D;'STRADA COMUNALE PALLANTE - STRADA COMUNALE PER  FORMIA - CIMITERO';D4;LT00001245;1;Ville e Villini;N;3;
CENTRO;LAZIO;LT;12059030;M3BG; ;I892;SPERLONGA;E;'ZONA SUBURBANA RESTANTE TERRITORIO';E1;LT00000631;20;Abitazioni civili;N;3;
CENTRO;LAZIO;LT;12059030;M3BG; ;I892;SPERLONGA;E;'STRADA VICINALE FONTANA DELLA CAMERA- STRADA PROV.LE    PER    ITRI';E2;LT00001246;20;Abitazioni civili;N;3;
CENTRO;LAZIO;LT;12059031;M3BH; ;I902;SPIGNO SATURNIA;B;'NUOVO CENTRO -PARTE SVILUPPO PORVINCIALE AUSONIA';B1;LT00000632;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059031;M3BH; ;I902;SPIGNO SATURNIA;D;'ESPANSIONE VERSO AUSONIA- ESPANSIONE VERSO PENITRO';D1;LT00000756;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059031;M3BH; ;I902;SPIGNO SATURNIA;E;'ZONA SUBURBANA INTERO TERRITORIO';E1;LT00000633;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059031;M3BH; ;I902;SPIGNO SATURNIA;E;'SVILUPPO INTORNO VECCHIO CENTRO STORICO DI SPIGNO ALTO-STRADA CAPOCROCE-CASENOVE-FONTANA-REGGIMENTO';E2;LT00001114;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059031;M3BH; ;I902;SPIGNO SATURNIA;E;'STRADA COMUNALE CAPOCROCE-STRADA COMUNALE CINTO-FOSSO CAPONE';E3;LT00001115;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;B;'CENTRO STOR. ALTO E ZONA VALLIVA-S.FRANCESCO-P. ANTONELLI - L.PIO VI-C. GARIBALDI- V. SAN DOMENICO -P. 4 LAMPIONI';B1;LT00000434;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;B;'P.ZZA GARIBLADI-VIA ROMA-VIA D. VITTORIA-P. MAZZINI-V. BOTTASSO-P. BUOZZI - V. MARTUCCI-V. DELLE CAVE -T. GREGORIANA';B2;LT00000435;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;B;'SECONDA FASCIA COSTIERA';B3;LT00000436;1;Ville e Villini;N;2;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;B;'PRIMA FASCIA COSTIERA TIRRENA DEL LUNGOMARE CIRCE';B4;LT00001125;1;Ville e Villini;N;3;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;C;'PRIMO TRATTO VIA BADINO- II TRATTO VIA LUNGO LINEA PIO VI';C1;LT00000446;20;Abitazioni civili;N;1;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;D;'VIA DELLE ARENE-TRATTO A VALLE SS 148 FINO A VIALE EUROPA -  TRATTO A MONTE E A VALLE DEL CANALE MORTICINO';D1;LT00000439;20;Abitazioni civili;N;2;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;D;'BADINO - FASCIA COSTIERA DALLA SS 148 -A VIALE EUROPA';D2;LT00000440;20;Abitazioni civili;N;3;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;D;'COOP. 167-CALCATORE-STR COM.LE SCIFELLA - TRATTO APPIA ANTICA-S. CATERINA MELONE- SELCE -MADONNA DI COSTANTINOPOLI';D3;LT00000760;20;Abitazioni civili;N;7;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;E;'FASCIA COSTIERA- CANALE PORTATORE-STRADA PROVINCIALE  S. FELICE CIRCEO-TERRACINA';E2;LT00001128;20;Abitazioni civili;N;4;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;E;'STRADA P.LE S. FELICE CIRCEO -S. LESTRE FINO ALLA SS 148- CANALE OLEVOLA';E3;LT00001129;20;Abitazioni civili;N;4;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;E;'COLLE  LA GUARDIA- QUATTRO STAGIONI';E4;LT00001127;1;Ville e Villini;N;6;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;E;'BORGO HERMADA';E5;LT00001126;20;Abitazioni civili;N;5;
CENTRO;LAZIO;LT;12059032;M3BI; ;L120;TERRACINA;R;'ZONA AGRICOLA DEL COMUNE';R1;LT00001273;0;Non presente;;1;
CENTRO;LAZIO;LT;12059033;M3BJ; ;L742;VENTOTENE;B;'VIA CALANAVE-VIA OLIVE-ECC.';B1;LT00000634;20;Abitazioni civili;N;1;
CENTRO;LAZIO;RI;12057059;M4AA; ;H282;RIETI;B;'CENTRO STORICO';B1;RI00000015;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057059;M4AA; ;H282;RIETI;C;'V.LE MORRONI,V.LE MARAINI,REGINA PACIS,MOLINO SALCE,CITTA GIARDINO.';C1;RI00000016;21;Abitazioni di tipo economico;N;2;
CENTRO;LAZIO;RI;12057059;M4AA; ;H282;RIETI;C;'QUARTIERE PORTA ROMANA, CAMPO MORO -';C2;RI00000017;21;Abitazioni di tipo economico;N;2;
CENTRO;LAZIO;RI;12057059;M4AA; ;H282;RIETI;C;'MADONNA DEL CUORE, MICIOCCOLI, DE JULIIS';C3;RI00000596;21;Abitazioni di tipo economico;N;2;
CENTRO;LAZIO;RI;12057059;M4AA; ;H282;RIETI;C;'TEVERE, VIA SALARIA PER L'AQUILA, VILLA REATINA';C4;RI00001031;21;Abitazioni di tipo economico;N;2;
CENTRO;LAZIO;RI;12057059;M4AA; ;H282;RIETI;D;'QUARTIERE QUATTRO STRADE, VAZIA, FRAZIONI';D1;RI00000018;21;Abitazioni di tipo economico;N;3;
CENTRO;LAZIO;RI;12057059;M4AA; ;H282;RIETI;D;'CAMPOLONIANO, ZONA RESIDENZIALE';D2;RI00001032;20;Abitazioni civili;N;2;
CENTRO;LAZIO;RI;12057059;M4AA; ;H282;RIETI;E;'NUCLEO INDUSTRIALE RIETI-CITTADUCALE';E1;RI00000597;8;Capannoni industriali;N;4;
CENTRO;LAZIO;RI;12057059;M4AA; ;H282;RIETI;E;'MONTE TERMINILLO LOC. PIAN DE VALLI';E2;RI00000872;20;Abitazioni civili;N;3;
CENTRO;LAZIO;RI;12057059;M4AA; ;H282;RIETI;R;' AGRICOLA - SEZIONE RIETI';R1;RI00000911;0;Non presente;;3;
CENTRO;LAZIO;RI;12057059;M4AA; ;H282;RIETI;R;'AGRICOLA - SEZIONE VAZIA ';R2;RI00000912;0;Non presente;;3;
CENTRO;LAZIO;RI;12057001;M4AB; ;A019;ACCUMOLI;B;'CAPOLUOGO E FRAZIONI';B1;RI00000033;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057001;M4AB; ;A019;ACCUMOLI;R;'AGRICOLA';R;RI00000891;0;Non presente;;1;
CENTRO;LAZIO;RI;12057002;M4AC; ;A258;AMATRICE;B;'CAPOLUOGO E FRAZIONI';B1;RI00000038;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057002;M4AC; ;A258;AMATRICE;R;'AGRICOLA';R;RI00000892;0;Non presente;;1;
CENTRO;LAZIO;RI;12057003;M4AD; ;A315;ANTRODOCO;B;'CAPOLUOGO, ROCCA DI FONDI, ROCCA DI CORNO.';B1;RI00000045;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057003;M4AD; ;A315;ANTRODOCO;R;'AGRICOLA';R;RI00000927;0;Non presente;;1;
CENTRO;LAZIO;RI;12057004;M4AE; ;A464;ASCREA;B;'CAPOLUOGO, STIPES, RIGATTI.';B1;RI00000051;20;Abitazioni civili;N;1;
CENTRO;LAZIO;RI;12057004;M4AE; ;A464;ASCREA;R;'AGRICOLA';R;RI00000951;0;Non presente;;1;
CENTRO;LAZIO;RI;12057012;M4AF; ;A472;CASPERIA;B;'CENTRO STORICO';B1;RI00000056;21;Abitazioni di tipo economico;N;2;
CENTRO;LAZIO;RI;12057012;M4AF; ;A472;CASPERIA;D;'LOC. QUERCETO - S. MARIA IN LEGARANO - PERIFERIA';D1;RI00000417;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057012;M4AF; ;A472;CASPERIA;R;'AGRICOLA';R;RI00000964;0;Non presente;;1;
CENTRO;LAZIO;RI;12057005;M4AG; ;A765;BELMONTE IN SABINA;B;'CAPOLUOGO E FRAZIONI';B1;RI00000061;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057005;M4AG; ;A765;BELMONTE IN SABINA;R;'AGRICOLA';R;RI00000950;0;Non presente;;1;
CENTRO;LAZIO;RI;12057006;M4AH; ;A981;BORBONA;B;'CAPOLUOGO, LA TERRA, VALLEMARE.';B1;RI00000066;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057006;M4AH; ;A981;BORBONA;R;'AGRICOLA';R;RI00000893;0;Non presente;;1;
CENTRO;LAZIO;RI;12057008;M4AI; ;A996;BORGO VELINO;B;'CAPOLUOGO, COLLE RINALDO.';B1;RI00000071;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057008;M4AI; ;A996;BORGO VELINO;R;'AGRICOLA';R;RI00000926;0;Non presente;;1;
CENTRO;LAZIO;RI;12057007;M4AJ; ;B008;BORGOROSE;B;'CAPOLUOGO E FRAZIONI';B1;RI00000076;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057007;M4AJ; ;B008;BORGOROSE;R;'AGRICOLA';R;RI00000931;0;Non presente;;1;
CENTRO;LAZIO;RI;12057047;M4AK; ;B595;ORVINIO;B;'CAPOLUOGO';B1;RI00000082;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057047;M4AK; ;B595;ORVINIO;R;'AGRICOLA';R;RI00000941;0;Non presente;;1;
CENTRO;LAZIO;RI;12057009;M4AL; ;B627;CANTALICE;B;'CAPOLUOGO E FRAZIONI';B1;RI00000087;20;Abitazioni civili;N;1;
CENTRO;LAZIO;RI;12057009;M4AL; ;B627;CANTALICE;R;'AGRICOLA';R;RI00000925;0;Non presente;;1;
CENTRO;LAZIO;RI;12057010;M4AM; ;B631;CANTALUPO IN SABINA;B;'CAPOLUOGO';B1;RI00000093;20;Abitazioni civili;N;1;
CENTRO;LAZIO;RI;12057010;M4AM; ;B631;CANTALUPO IN SABINA;R;'AGRICOLA';R;RI00000966;0;Non presente;;1;
CENTRO;LAZIO;RI;12057011;M4AN; ;B934;CASAPROTA;B;'CAPOLUOGO, COLLELUNGO.';B1;RI00000098;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057011;M4AN; ;B934;CASAPROTA;R;'AGRICOLA';R;RI00000971;0;Non presente;;1;
CENTRO;LAZIO;RI;12057013;M4AP; ;C098;CASTEL DI TORA;B;'CAPOLUOGO E FRAZIONI';B1;RI00000103;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057013;M4AP; ;C098;CASTEL DI TORA;R;'AGRICOLA';R;RI00000949;0;Non presente;;1;
CENTRO;LAZIO;RI;12057014;M4AQ; ;C224;CASTELNUOVO DI FARFA;B;'CAPOLUOGO';B1;RI00000108;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057014;M4AQ; ;C224;CASTELNUOVO DI FARFA;R;'AGRICOLA';R;RI00000972;0;Non presente;;1;
CENTRO;LAZIO;RI;12057015;M4AR; ;C268;CASTEL SANT ANGELO;B;'CAPOLUOGO E FRAZIONI';B1;RI00000113;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057015;M4AR; ;C268;CASTEL SANT ANGELO;R;'AGRICOLA';R;RI00000924;0;Non presente;;1;
CENTRO;LAZIO;RI;12057016;M4AT; ;C746;CITTADUCALE;B;'CAPOLUOGO, S.RUFINA, GROTTI, VILLE GROTTI.';B1;RI00000118;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057016;M4AT; ;C746;CITTADUCALE;D;'FRAZIONI: CALCARIOLA, MICCIANI, PENDENZA.';D1;RI00000119;21;Abitazioni di tipo economico;N;2;
CENTRO;LAZIO;RI;12057016;M4AT; ;C746;CITTADUCALE;E;'NUCLEO INDUSTRIALE RIETI - CITTADUCALE';E1;RI00001011;8;Capannoni industriali;N;1;
CENTRO;LAZIO;RI;12057016;M4AT; ;C746;CITTADUCALE;R;'AGRICOLA';R;RI00000923;0;Non presente;;2;
CENTRO;LAZIO;RI;12057017;M4AU; ;C749;CITTAREALE;B;'CAPOLUOGO E FRAZIONI';B1;RI00000124;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057017;M4AU; ;C749;CITTAREALE;R;'AGRICOLA';R;RI00000894;0;Non presente;;1;
CENTRO;LAZIO;RI;12057018;M4AV; ;C841;COLLALTO SABINO;B;'CAPOLUOGO, RICETTO, S. LORENZO.';B1;RI00000129;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057018;M4AV; ;C841;COLLALTO SABINO;R;'AGRICOLA';R;RI00000948;0;Non presente;;1;
CENTRO;LAZIO;RI;12057019;M4AW; ;C857;COLLE DI TORA;B;'CAPOLUOGO';B1;RI00000135;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057019;M4AW; ;C857;COLLE DI TORA;R;'AGRICOLA';R;RI00000947;0;Non presente;;1;
CENTRO;LAZIO;RI;12057020;M4AX; ;C859;COLLEGIOVE;B;'CAPOLUOGO';B1;RI00000140;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057020;M4AX; ;C859;COLLEGIOVE;R;'AGRICOLA';R;RI00000946;0;Non presente;;1;
CENTRO;LAZIO;RI;12057021;M4AY; ;C876;COLLEVECCHIO;B;'CAPOLUOGO, POGGIO SOMMAVILLE.';B1;RI00000146;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057021;M4AY; ;C876;COLLEVECCHIO;R;'AGRICOLA';R;RI00000965;0;Non presente;;1;
CENTRO;LAZIO;RI;12057022;M4AZ; ;C880;COLLI SUL VELINO;B;'CAPOLUOGO E FRAZIONI';B1;RI00000151;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057022;M4AZ; ;C880;COLLI SUL VELINO;R;'AGRICOLA';R;RI00000922;0;Non presente;;1;
CENTRO;LAZIO;RI;12057023;M4BA; ;C946;CONCERVIANO;B;'CAPOLUOGO E FRAZIONI';B1;RI00000156;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057023;M4BA; ;C946;CONCERVIANO;R;'AGRICOLA';R;RI00000945;0;Non presente;;1;
CENTRO;LAZIO;RI;12057024;M4BB; ;C959;CONFIGNI;B;'CAPOLUOGO, LUGNOLA.';B1;RI00000161;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057024;M4BB; ;C959;CONFIGNI;R;'AGRICOLA';R;RI00000963;0;Non presente;;1;
CENTRO;LAZIO;RI;12057025;M4BC; ;C969;CONTIGLIANO;B;'CAPOLUOGO E FRAZIONI';B1;RI00000166;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057025;M4BC; ;C969;CONTIGLIANO;R;'AGRICOLA';R;RI00000921;0;Non presente;;1;
CENTRO;LAZIO;RI;12057026;M4BD; ;D124;COTTANELLO;B;'CAPOLUOGO E FRAZIONI';B1;RI00000172;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057026;M4BD; ;D124;COTTANELLO;R;'AGRICOLA';R;RI00000920;0;Non presente;;1;
CENTRO;LAZIO;RI;12057027;M4BE; ;D493;FARA IN SABINA;B;'FRAZIONE: PASSO CORESE';B1;RI00000177;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057027;M4BE; ;D493;FARA IN SABINA;D;'CAPOLUOGO E FRAZIONI';D1;RI00000178;21;Abitazioni di tipo economico;N;2;
CENTRO;LAZIO;RI;12057027;M4BE; ;D493;FARA IN SABINA;R;'AGRICOLA';R;RI00000973;0;Non presente;;2;
CENTRO;LAZIO;RI;12057028;M4BF; ;D560;FIAMIGNANO;B;'CAPOLUOGO E FRAZIONI';B1;RI00000183;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057028;M4BF; ;D560;FIAMIGNANO;R;'AGRICOLA';R;RI00000932;0;Non presente;;1;
CENTRO;LAZIO;RI;12057029;M4BG; ;D689;FORANO;B;'CAPOLUOGO, GAVIGNANO.';B1;RI00000188;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057029;M4BG; ;D689;FORANO;R;'AGRICOLA';R;RI00000962;0;Non presente;;1;
CENTRO;LAZIO;RI;12057030;M4BH; ;D785;FRASSO SABINO;B;'CAPOLUOGO E FRAZIONI';B1;RI00000193;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057030;M4BH; ;D785;FRASSO SABINO;R;'AGRICOLA';R;RI00000974;0;Non presente;;1;
CENTRO;LAZIO;RI;12057031;M4BI; ;E160;GRECCIO;B;'CAPOLUOGO, LIMITI, SPINACCETO.';B1;RI00000198;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057031;M4BI; ;E160;GRECCIO;R;'AGRICOLA';R;RI00000919;0;Non presente;;1;
CENTRO;LAZIO;RI;12057032;M4BJ; ;E393;LABRO;B;'CAPOLUOGO';B1;RI00000203;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057032;M4BJ; ;E393;LABRO;R;'AGRICOLA';R;RI00000918;0;Non presente;;1;
CENTRO;LAZIO;RI;12057033;M4BK; ;E535;LEONESSA;B;'CAPOLUOGO';B1;RI00000208;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057033;M4BK; ;E535;LEONESSA;D;'FRAZIONI';D1;RI00001051;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057033;M4BK; ;E535;LEONESSA;R;'AGRICOLA';R;RI00000895;0;Non presente;;1;
CENTRO;LAZIO;RI;12057034;M4BL; ;E681;LONGONE SABINO;B;'CAPOLUOGO, ROCCARANIERI, FASSINORO, SAN SILVESTRO.';B1;RI00000214;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057034;M4BL; ;E681;LONGONE SABINO;R;'AGRICOLA';R;RI00000944;0;Non presente;;1;
CENTRO;LAZIO;RI;12057035;M4BN; ;E812;MAGLIANO SABINA;B;'CAPOLUOGO, BERARDELLI, FOGLIA.';B1;RI00000219;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057035;M4BN; ;E812;MAGLIANO SABINA;R;'AGRICOLA';R;RI00000961;0;Non presente;;1;
CENTRO;LAZIO;RI;12057036;M4BP; ;E927;MARCETELLI;B;'CAPOLUOGO';B1;RI00000225;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057036;M4BP; ;E927;MARCETELLI;R;'AGRICOLA';R;RI00000943;0;Non presente;;1;
CENTRO;LAZIO;RI;12057037;M4BQ; ;F193;MICIGLIANO;B;'CAPOLUOGO';B1;RI00000230;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057037;M4BQ; ;F193;MICIGLIANO;E;'M.TE TERMINILLO LOC. CAMPO FOROGNA';E1;RI00000873;21;Abitazioni di tipo economico;N;2;
CENTRO;LAZIO;RI;12057037;M4BQ; ;F193;MICIGLIANO;R;'AGRICOLA';R;RI00000917;0;Non presente;;1;
CENTRO;LAZIO;RI;12057038;M4BR; ;F319;MOMPEO;B;'CAPOLUOGO';B1;RI00000235;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057038;M4BR; ;F319;MOMPEO;R;'AGRICOLA';R;RI00000975;0;Non presente;;1;
CENTRO;LAZIO;RI;12057039;M4BS; ;F430;MONTASOLA;B;'CAPOLUOGO, LA FORCELLA.';B1;RI00000240;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057039;M4BS; ;F430;MONTASOLA;R;'AGRICOLA';R;RI00000960;0;Non presente;;1;
CENTRO;LAZIO;RI;12057040;M4BT; ;F446;MONTEBUONO;B;'CAPOLUOGO, FIANELLO.';B1;RI00000245;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057040;M4BT; ;F446;MONTEBUONO;R;'AGRICOLA';R;RI00000959;0;Non presente;;1;
CENTRO;LAZIO;RI;12057041;M4BU; ;F541;MONTELEONE SABINO;B;'CAPOLUOGO, GINESTRA.';B1;RI00000250;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057041;M4BU; ;F541;MONTELEONE SABINO;R;'AGRICOLA';R;RI00000976;0;Non presente;;1;
CENTRO;LAZIO;RI;12057042;M4BV; ;F579;MONTENERO SABINO;B;'CAPOLUOGO';B1;RI00000255;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057042;M4BV; ;F579;MONTENERO SABINO;R;'AGRICOLA';R;RI00000916;0;Non presente;;1;
CENTRO;LAZIO;RI;12057043;M4BW; ;F619;MONTE S GIOVANNI SABINA;B;'CAPOLUOGO';B1;RI00000260;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057043;M4BW; ;F619;MONTE S GIOVANNI SABINA;R;'AGRICOLA';R;RI00000915;0;Non presente;;1;
CENTRO;LAZIO;RI;12057044;M4BX; ;F687;MONTOPOLI DI SABINA;B;'CAPOLUOGO, BOCCHIGNANO.';B1;RI00000265;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057044;M4BX; ;F687;MONTOPOLI DI SABINA;R;'AGRICOLA';R;RI00000977;0;Non presente;;1;
CENTRO;LAZIO;RI;12057045;M4BY; ;F746;MORRO REATINO;B;'CAPOLUOGO, S. VALENTINO.';B1;RI00000270;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057045;M4BY; ;F746;MORRO REATINO;R;'AGRICOLA';R;RI00000914;0;Non presente;;1;
CENTRO;LAZIO;RI;12057046;M4BZ; ;F876;NESPOLO;B;'CAPOLUOGO';B1;RI00000275;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057046;M4BZ; ;F876;NESPOLO;R;'AGRICOLA';R;RI00000942;0;Non presente;;1;
CENTRO;LAZIO;RI;12057048;M4CA; ;G232;PAGANICO SABINO;B;'CAPOLUOGO';B1;RI00000280;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057048;M4CA; ;G232;PAGANICO SABINO;R;'AGRICOLA';R;RI00000940;0;Non presente;;1;
CENTRO;LAZIO;RI;12057049;M4CB; ;G498;PESCOROCCHIANO;B;'CAPOLUOGO E FRAZIONI';B1;RI00000285;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057049;M4CB; ;G498;PESCOROCCHIANO;R;'AGRICOLA';R;RI00000933;0;Non presente;;1;
CENTRO;LAZIO;RI;12057071;M4CC; ;G507;TURANIA;B;'CAPOLUOGO';B1;RI00000290;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057071;M4CC; ;G507;TURANIA;R;'AGRICOLA';R;RI00000936;0;Non presente;;1;
CENTRO;LAZIO;RI;12057050;M4CD; ;G513;PETRELLA SALTO;B;'CAPOLUOGO E FRAZIONI';B1;RI00000295;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057050;M4CD; ;G513;PETRELLA SALTO;R;'AGRICOLA';R;RI00000934;0;Non presente;;1;
CENTRO;LAZIO;RI;12057051;M4CE; ;G756;POGGIO BUSTONE;B;'CAPOLUOGO E FRAZIONI';B1;RI00000300;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057051;M4CE; ;G756;POGGIO BUSTONE;R;'AGRICOLA';R;RI00000913;0;Non presente;;1;
CENTRO;LAZIO;RI;12057052;M4CF; ;G757;POGGIO CATINO;B;'CENTR0 STORICO';B1;RI00000305;21;Abitazioni di tipo economico;N;2;
CENTRO;LAZIO;RI;12057052;M4CF; ;G757;POGGIO CATINO;D;'LOCALITA VALLEMARE';D1;RI00000552;20;Abitazioni civili;N;1;
CENTRO;LAZIO;RI;12057052;M4CF; ;G757;POGGIO CATINO;R;'AGRICOLA';R;RI00000958;0;Non presente;;1;
CENTRO;LAZIO;RI;12057053;M4CH; ;G763;POGGIO MIRTETO;B;'CAPOLUOGO E FRAZIONI';B1;RI00000310;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057053;M4CH; ;G763;POGGIO MIRTETO;R;'AGRICOLA';R;RI00000978;0;Non presente;;1;
CENTRO;LAZIO;RI;12057054;M4CI; ;G764;POGGIO MOIANO;B;'CAPOLUOGO, OSTERIA NUOVA, CERDOMARE';B1;RI00000316;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057054;M4CI; ;G764;POGGIO MOIANO;R;'AGRICOLA';R;RI00000979;0;Non presente;;1;
CENTRO;LAZIO;RI;12057055;M4CJ; ;G765;POGGIO NATIVO;B;'CAPOLUOGO, MONTE S. MARIA';B1;RI00000322;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057055;M4CJ; ;G765;POGGIO NATIVO;R;'AGRICOLA';R;RI00000980;0;Non presente;;1;
CENTRO;LAZIO;RI;12057056;M4CK; ;G770;POGGIO SAN LORENZO;B;'CENTRO STORICO';B1;RI00000327;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057056;M4CK; ;G770;POGGIO SAN LORENZO;D;'PERIFERIA';D1;RI00000561;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057056;M4CK; ;G770;POGGIO SAN LORENZO;R;'AGRICOLA';R;RI00000981;0;Non presente;;2;
CENTRO;LAZIO;RI;12057057;M4CL; ;G934;POSTA;B;'CAPOLUOGO E FRAZIONI';B1;RI00000332;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057057;M4CL; ;G934;POSTA;R;'AGRICOLA';R;RI00000896;0;Non presente;;1;
CENTRO;LAZIO;RI;12057058;M4CM; ;G951;POZZAGLIA SABINA;B;'CAPOLUOGO, PIETRAFORTE, MONTORIO.';B1;RI00000337;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057058;M4CM; ;G951;POZZAGLIA SABINA;R;'AGRICOLA';R;RI00000939;0;Non presente;;1;
CENTRO;LAZIO;RI;12057060;M4CN; ;H354;RIVODUTRI;B;'CAPOLUOGO, PIEDICOLLE, APOLEGGIA.';B1;RI00000342;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057060;M4CN; ;H354;RIVODUTRI;R;'AGRICOLA';R;RI00000928;0;Non presente;;1;
CENTRO;LAZIO;RI;12057061;M4CP; ;H427;ROCCANTICA;B;'CENTRO STORICO';B1;RI00000347;21;Abitazioni di tipo economico;N;1;
CENTRO;LAZIO;RI;12057061;M4CP; ;H427;ROCCANTICA;D;'LOCALITA SEMINARIO';D1;RI00000567;21;Abitazioni di tipo economico;N;2;
CENTRO;LAZIO;RI;12057061;M4CP; ;H427;ROCCANTICA;R;'AGRICOLA';R;RI00000957;0;Non presente;;1;
